label,point_count,center,number_candidates
2674,3847,[7774 4379],"[(7786, 7841, 4352, 4409)]"
2675,10356,[7806  440],"[(7818, 7872, 393, 457)]"
2678,6474,[7836 4207],"[(7842, 7892, 4171, 4242)]"
2679,30120,[7813 3795],"[(7781, 7836, 3744, 3820)]"
2681,3653,[7776   48],"[(7751, 7801, 15, 65)]"
2683,16220,[7823 5685],"[(7806, 7861, 5650, 5725)]"
2684,3664,[7773 4290],"[(7749, 7802, 4255, 4327)]"
2685,7229,[7824  922],"[(7833, 7887, 865, 934)]"
2686,8899,[7813 3078],"[(7733, 7788, 3076, 3148)]"
2687,2056,[7787 4258],"[(7766, 7817, 4224, 4283)]"
2688,9905,[7802  773],"[(7747, 7802, 778, 846)]"
2690,7740,[7832 4871],"[(7819, 7873, 4828, 4880)]"
2692,4681,[7830 5867],"[(7821, 7876, 5840, 5905)]"
2694,4668,[7788 5813],"[(7761, 7815, 5780, 5844)]"
2695,10243,[7841 1647],"[(7816, 7870, 1608, 1684)]"
2696,2943,[7796 6305],"[(7745, 7799, 6271, 6324)]"
2697,3469,[7837 2451],"[(7829, 7873, 2432, 2497)]"
2698,8729,[7831  856],"[(7819, 7874, 815, 878)]"
2699,3190,[7791 5588],"[(7749, 7802, 5567, 5628)]"
2700,2742,[7804 5301],"[(7778, 7832, 5276, 5326)]"
2701,3815,[7826 5754],"[(7808, 7859, 5726, 5776)]"
2702,4006,[7806  760],"[(7765, 7819, 721, 789)]"
2705,1598,[7831 4163],"[(7822, 7858, 4138, 4194)]"
2707,1373,[7831 1565],[]
2713,1126,[7837 1209],"[(7831, 7861, 1192, 1228)]"
2715,5408,[7837 5601],"[(7800, 7853, 5582, 5644)]"
2720,4771,[7844 1911],"[(7832, 7887, 1887, 1955)]"
2721,2012,[7821 3092],"[(7789, 7838, 3064, 3128)]"
2722,3015,[7841 4271],[]
2723,6270,[7854 1852],"[(7827, 7881, 1818, 1895)]"
2727,1677,[7860 4604],"[(7833, 7882, 4579, 4625)]"
2728,2506,[7865 5531],[]
2729,3477,[7862 2181],"[(7837, 7892, 2155, 2228)]"
2732,1834,[7855 3662],"[(7832, 7881, 3631, 3694)]"
2734,2245,[7867 2434],"[(7839, 7890, 2409, 2460), (7843, 7885, 2419, 2472)]"
2735,3564,[7865 3153],"[(7838, 7887, 3113, 3182)]"
2737,2594,[7870 2056],"[(7837, 7892, 2020, 2094)]"
2738,2043,[7871  460],"[(7842, 7893, 431, 488)]"
2741,418,[7867 2578],"[(7847, 7880, 2560, 2598)]"
2742,1929,[7869 4490],"[(7840, 7894, 4462, 4517)]"
2743,2472,[7874 6247],"[(7845, 7896, 6222, 6281)]"
2750,2310,[7874 3101],"[(7847, 7897, 3061, 3133)]"
2759,1502,[7881 2324],"[(7855, 7899, 2291, 2355)]"
2760,873,[7878 2150],"[(7858, 7899, 2130, 2173)]"
2761,886,[7883   72],"[(7861, 7899, 41, 95)]"
2765,461,[7884 4245],"[(7867, 7899, 4227, 4269)]"
2767,554,[7885 5876],"[(7869, 7899, 5850, 5904)]"
