label,point_count,center,number_candidates
3084,1843,[5947 3533],"[(5927, 5973, 3501, 3567)]"
3086,24846,[6033 2763],"[(5973, 6028, 2695, 2771)]"
3089,4162,[5986 3307],"[(5959, 6014, 3270, 3344)]"
3090,28672,[6086 3870],"[(6044, 6099, 3830, 3907)]"
3091,793,[5964  431],"[(5947, 5982, 401, 460)]"
3092,1432,[5974 1565],"[(5950, 5995, 1532, 1600)]"
3093,4230,[6012 3437],"[(5980, 6034, 3411, 3475)]"
3095,1336,[5987 3563],"[(5969, 6008, 3538, 3593)]"
3097,5987,[6021 3335],"[(6002, 6056, 3315, 3388)]"
3098,884,[5986 2116],"[(5968, 6006, 2087, 2144)]"
3102,1717,[6022 3803],"[(5994, 6047, 3774, 3830)]"
3107,913,[6051  278],"[(6029, 6076, 255, 298)]"
3108,7642,[6119 3411],"[(6097, 6150, 3373, 3446)]"
3109,46844,[6196 3863],"[(6048, 6078, 3990, 4040), (6232, 6287, 3780, 3856)]"
3111,10697,[6100 4193],"[(6074, 6129, 4244, 4321)]"
3112,1815,[6074 3947],"[(6052, 6101, 3912, 3979)]"
3114,4365,[6121 3975],"[(6091, 6141, 3950, 4018)]"
3115,10835,[6130 3701],"[(6108, 6162, 3652, 3725)]"
3118,2717,[6127 3492],"[(6102, 6156, 3453, 3526)]"
3121,18544,[6161 6006],"[(6135, 6190, 5910, 5986)]"
3124,20067,[6202 4125],"[(6199, 6254, 4093, 4170)]"
3125,942,[6148 3989],"[(6129, 6168, 3964, 4018)]"
3126,6538,[6179 3533],"[(6141, 6196, 3532, 3608)]"
3127,204620,[6240 1241],"[(6181, 6236, 2224, 2300), (6202, 6257, 644, 720), (6209, 6264, 838, 915), (6231, 6286, 1462, 1538)]"
3128,7838,[6179 3370],"[(6155, 6210, 3321, 3396)]"
3129,1028,[6159 5393],"[(6138, 6181, 5369, 5420)]"
3135,1837,[6181 2175],"[(6163, 6201, 2146, 2205)]"
3140,21835,[6248 5936],"[(6237, 6291, 5899, 5975)]"
3141,4728,[6239 3476],"[(6227, 6281, 3419, 3494)]"
3143,80464,[6285 1992],"[(6243, 6298, 1991, 2068), (6254, 6309, 1743, 1820)]"
3144,1788,[6230 3728],"[(6205, 6257, 3700, 3759)]"
3146,20257,[6277 3622],"[(6251, 6306, 3645, 3718)]"
3147,8914,[6273 5750],"[(6241, 6296, 5718, 5795)]"
3150,1286,[6243 2349],"[(6223, 6262, 2319, 2383)]"
3160,2768,[6300 5866],"[(6269, 6323, 5827, 5902)]"
3161,1474,[6291 5708],"[(6269, 6310, 5676, 5743)]"
